"UniqueID","Ten Co So Y Te","So Dien Thoai","Dia Chi","Hour","Rating","Gioi Thieu","Dich Vu","Bac Si","Chuyen Khoa","Loai Co So","Hinh Anh",
"H15469","Thuần Mộc Spa","090 339 50 98","15A Hoàng Hoa Thám, 3, Vũng Tàu, Bà Rịa - Vũng Tàu","Thứ Hai - Chủ Nhật: 09:00 - 22:00","","Thuần Mộc Spa mở ra một không gian hương trị liệu - essential oil - tinh khiết, âm nhạc đậm chất thiền cho bạn năng lượng, bình an và cảm giác được thư giãn hoàn toàn. Kết hợp kỹ thuật huyệt, trị liệu chuyên sâu và nguyên liệu 100% từ cây, lá, tinh dầu quý đông phương và thiết bị hiện đại nhất mang đến hiệu quả cao trong chất lượng dịch vụ. Thuần Mộc - nơi thư giãn lý tưởng - trao tặng bạn tinh hoa từ thiên nhiên và các giải pháp dưỡng, sinh để bạn khỏe, đẹp và hơn thế nữa!","Massage body, Massage foot, Massage mặt, Thải độc tố, Nâng cơ mặt, Xóa nhăn, Trẻ hóa da","","K30","T11","H15469.jpg",
"H15470","Mimosa Spa","0123 443 3334","135/37 Nguyễn Hữu Cảnh, 22, Bình Thạnh, Hồ Chí Minh","","","Ngày nay, với áp lực làm việc tăng cao, mọi người đều mong muốn có một nơi lý tưởng để thư giãn tinh thần lẫn sức khỏe. Spa Mimosa chính là giải pháp hiệu quả, nơi mà quý khách có thể cảm nhận một không gian chuyên nghiệp, thư giãn để xóa bỏ những mỏi mệt, muộn phiền và tận hưởng hương vị ngọt ngào của cuộc sống.","Trị mụn thịt, Trị nốt ruồi, Chăm sóc da, Tắm trắng, Triệt lông vĩnh viễn, Massage body, Massage đá nóng, Giảm béo, Trị nám, Trị mụn thâm, Trị sẹo lồi, Trị sẽo rỗ","","K30","T11","H15470.jpg",
"H15471","Ichiban Spa","093 890 27 00","2 Đinh Bộ Lĩnh, 15, Bình Thạnh, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:30 - 20:00","","","Massage, Chăm sóc da mặt, Giảm béo, Chăm sóc toàn thân","DC000330","K30","T11","H15471.jpg",
"H15472","Ngọc Hân Spa","090 913 18 75","15 Bát Đàn, Hàng Bồ, Hoàn Kiếm, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 19:00","","Tọa lạc tại 15 Bát đàn - Hoàn Kiếm - Hà Nội, Ngọc Hân Spa là địa chỉ làm đẹp được nhiều người yêu thích và tin tưởng. Tại Ngọc Hân Spa, bạn không chỉ thỏa mãn bởi phong cách phục vụ tận tình, chu đáo, công nghệ làm đẹp nhập khẩu hiện đại, kỹ thuật chuyên nghiệp mà trên hết là độ an toàn tuyệt đối của các dịch vụ. Nguyên lý, quy trình, thiết bị làm đẹp của chúng tôi đáp ứng được các tiêu chuẩn an toàn khắt khe của Mỹ, do đó đảm bảo tính an toàn tuyệt đối trong trị liệu. Bên cạnh đó, đội ngũ chuyên gia thẩm mỹ giàu kinh nghiệm đem đến cho khách hàng các giải pháp thẩm mỹ tối ưu, khoa học và an toàn nhất.","Giảm béo, Tăng vòng 1, Tắm trắng, Xóa nốt ruồi, Trị mụn, Xóa mụn cóc, Trị nám, Trị tàn nhang, Triệt lông vĩnh viễn, Xóa xăm, Trị mụn , Trị nám, Trị tàn nhang, Xóa săm, Xóa mụn cóc, Xóa nốt ruồi, Tắm trắng, Giảm béo, Tăng vòng 1, Triệt lông vĩnh viễn","","K30","T11","H15472.jpg",
"H15473","Stella Spa","0243 9310 127","11 Hàng Vải, Hàng Bồ, Hoàn Kiếm, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 19:00","5.0","Stella Spa Relax&Beauty sẽ mang lại những trải nghiệm mới thú vị, hiệu quả cho chị em với đa dạng các gói dịch vụ, chăm sóc sắc đẹp từ cơ bản đến chuyên sâu với phương châm khỏe bên trong, đẹp bên ngoài, đặc biệt là giá cả vô cùng phải chăng.
Thao tác massage điêu luyện của các chuyên viên giàu kinh nghiệm kết hợp nhuần nhuyễn cùng những mỹ phẩm cao cấp của những nhãn hàng nổi tiếng Hàn Quốc, hoặc có nguồn gốc hoàn toàn từ thiên nhiên như dừa, nha đam, bùn khoáng…trong từng liệu pháp sẽ nhanh chóng làm dịu những vùng cơ đau nhức, lưu thông khí huyết, loại bỏ độc tố, giúp cơ thể khỏe mạnh và trẻ hóa làn da. 
Các bạn sẽ đươc thả hồn trong âm thanh ru dương của những bản nhạc dịu êm, lắng nghe tiếng rì rào của sóng biển, hòa quyện cùng mùi tinh dầu oải hương – Nữ hoàng của các loại hương liệu, bạn sẽ tìm lại sự thư thái tuyệt đối trong tâm hồn và đánh thức mọi nguồn cảm hứng, giác quan. 
Với đội ngũ chuyên viên chăm sóc giàu kinh nghiệm, sử dụng công nghệ máy móc tiên tiến và các dòng sản phẩm chuyên nghiệp cáo cấp, chúng tôi tự tin mang đến cho quý khách một trải nghiệm mới, cảm nhận làn da tươi mới trẻ trung, phục hồi sinh lực cả về thể chất lẫn tinh thần.","","","K30","T11","H15473.jpg",
"H15474","Spa Nice Beauty Clinic","093 295 25 43","58/79 Nguyễn Minh Hoàng, 12, Tân Bình, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:00 - 20:00","","Nice Beauty Clinic là một địa chỉ làm đẹp và phục hồi sức khỏe quen thuộc với nhiều chị em phụ nữ tại thành phố Hồ Chí Minh bởi dịch vụ có chất lượng cao. Bên cạnh các dịch vụ chăm sóc sức khỏe và sắc đẹp, Spa còn có các dịch vụ khác như chăm sóc toàn thân, chăm sóc da vùng cổ, điều trị da mặt với những chuyên viên tay nghề cao. Đội ngũ kỹ thuật viên giỏi, tận tình, mang lại niềm tin tuyệt đối cho khách hàng. Không gian yên tĩnh, sạch sẽ, tạo cảm giác thoải mái cho khách hàng. Sử dụng công nghệ làm đẹp tiên tiến, cơ sở vật chất tiện nghi, trang thiết bị hiện đại.","Điều trị mụn, Điều trị sẹo rỗ, Điều trị thâm mụn, Làm trắng sáng da, Điều trị da hư tổn, Trị lỗ chân lông to, Điều trị lão hóa da, Chăm sóc da mặt, Chăm sóc body","","K30","T11","",
"H15475","Adora Skincare And Luxury Spa","0243 5522 222","25 Bùi Thị Xuân, Bùi Thị Xuân, Hai Bà Trưng, Hà Nội","Thứ Hai, Thứ Tư, Thứ Sáu, Thứ Bảy, Chủ Nhật: 08:00 - 20:00
Thứ Năm: 08:00 - 20:00 , 08:00 - 20:00","","Adora skincare and luxury spa là spa cao cấp trị liệu cơ thể toàn diện cho chị em phụ nữ thuộc top đầu Hà Nội, điểm đến quen thuộc của nhiều người mẫu, ngôi sao và hotgirl trong cả nước. Sau 5 năm hoạt động, Adora skincare and luxury spa đã khẳng định được thương hiệu và đẳng cấp của mình trong lĩnh vực chăm sóc da và làm đẹp.","Tắm trắng cấp tốc, Tái tạo da đen công nghệ nano, Làm trắng da công nghệ baby skin, Tắm trắng bột yến mạch công nghệ Mỹ, Tắm trắng ánh sáng quang học Hàn Quốc, Tắm trắng bằng công nghệ nhũ tương, Tắm trắng siêu vitamin ”love me” for teen, Nuôi trắng da bằng nhau thai hươu, Bóc tách hắc sắc tố melanin – công nghệ nhũ tương nhau thai hươu, Giảm béo dưỡng sinh Brazil, Giảm béo bụng, Giảm béo chân, Giảm béo tay, Giảm béo vai, Giảm béo eo, Giảm béo lưng, Giảm béo mông, Giảm béo đùi, Đốt cháy mỡ thừa và tạo phom s – line cực chuẩn, Chống lão hóa công nghệ c-collagen, Tái tạo da mặt công nghệ lady face, Triệt lông vĩnh viễn, Triệt lông chân, Triệt lông tay, Triệt lông mặt, Triệt lông mép, Triệt lông bụng, Triệt lông nách, Triệt lông lưng, Triệt lông vùng bikini, Trị mụn cấp tốc công nghệ Thuỵ Sĩ, Trị mụn trứng cá, Trị mụn đầu đen, Trị mụn bọc, mụn mủ, Trị mụn cám, Làn da trẻ thơ công nghệ babie face, Trị nám tận gốc công nghệ hi – white, Căng da mặt công nghệ thermage, Căng da mặt, Căng da cổ, Căng da trán, Massage thư giãn, Massage Thụy Điển, Massage Thái, Massage tinh dầu, Massage adora, Thải độc ruột new merit, Điều trị da","","K30","T11","H15475.jpg",
"H15476","Bichna Beauty Clinic Spa","093 812 21 55","194 Trần Hưng Đạo, Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 09:00 - 22:00","","","Trị nám, Trị tàn nhang, Tị thâm mụn, Trẻ hóa da bằng công nghệ sóng điện từ, Căng da mặt, Làm trắng da công nghệ PRP, Điều trị mụn IPL/Neosys, Điều trị sẹo, Tạo hình gương mặt, Làm săn chắc da, Xóa nhăn, Giảm mỡ, Triệt lông công nghệ IPL, Spa chống lão hóa, Đặc trị mụn","DC000331","K05","T11","H15476.jpg",
"H15477","Trung tâm Da liễu Đông y Việt Nam","0246 2605 666","145 Hoa Lan, 2, Phú Nhuận, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 08:00 - 17:30","5.0","","Chăm sóc da, Chữa bệnh da, Chữa mụn trứng cá, Điều trị thâm, Điều trị nám, Điều trị tàn nhang, Điều trị viêm nang lông, Điều trị mùi cơ thể, Trị rạn da, Trẻ hóa da, Thu nhỏ lỗ chân lông, Căng da mặt, Tắm trắng toàn thân, Massage body","DC000332","K05","T11","H15477.jpg",
"H15478","Sài Gòn Xinh Spa - Cơ sở 40","096 139 45 55","165 Lý Tự Trọng, Bắc Hà , Hà Tĩnh, Hà Tĩnh","Thứ Hai - Chủ Nhật: 08:30 - 19:30","","Sài Gòn Xinh Spa tròn 15 năm tuổi. Một chặng đường không ngắn với muôn vàn những khó khăn thử thách. Nhưng với tinh thần đoàn kết, nỗ lực của ban lãnh đạo cùng tập thể nhân viên, chúng tôi đã vượt qua những khó khăn và khẳng định vị trí của mình trên thị trường làm đẹp tại Hà Nội. Với slogan “Chăm sóc cả gia đình bạn”, Sài Gòn Xinh Spa luôn cố gắng phát triển vững bước trong thời gian hoạt động. Hiện nay, Sài Gòn Xinh Spa đã mở rộng, phát triển mạng lưới các cơ sở của mình ra toàn miền Bắc và miền Trung tiến tới sẽ mở rộng ra toàn lãnh thổ Việt Nam vươn lên trở thành một trong những thương hiệu spa hàng đầu Việt Nam với sứ mạnh giúp phụ nữ Việt Nam trẻ trung hơn, xinh đẹp hơn.","Làm căng da mặt, Chăm sóc da cơ bản, Chăm sóc vùng cổ, Chăm sóc đặc biệt vùng cổ, Chăm sóc vùng môi bằng parafin, Nâng mông, Giảm béo, Làm săn chắc, Massage chân, Massage cổ, Massage gáy, Massage ngực, Massage Thụy Điển, Massage body Việt Nam Oil, Massage cho người chơi thể thao, Massage đá nóng, Massage tay, Massage Thái, Massage thông kinh lạc, Massage vai, Phun mí, Phun môi, Phun xăm lông mày, Điều trị giãn mao mạch, Trị mụn, Xóa sẹo, Triệt lông vĩnh viễn, Chăm sóc da cơ bản , Đặc trị chống nhăn cho mắt , Trẻ hoá mắt bằng parafin, Chống thâm bọng mắt bằng parafin, Chăm sóc vùng da quanh mắt , Tái tạo vùng da quanh mắt , Chăm sóc vùng môi bằng parafin, Chăm sóc vùng cổ, Chăm sóc đặc biệt vùng cổ , Xoá nếp nhăn, Trẻ hóa da vùng mặt, Trẻ hoá da vùng cổ, Trẻ hoá da vùng ngực, Làm săn chắc, Làm tươi sáng da, Rút ngắn thời gian hồi phục sau điều trị siêu mài da, Rút ngắn thời gian hồi phục sau lột mặt, Rút ngắn thời gian hồi phục sau phẫu thuật, Rút ngắn thời gian hồi phục sau điều trị chiếu Laser, Trị mụn, Xóa sẹo, Làm tan mỡ, Triệt lông vĩnh viễn , Điều trị giãn mao mạch , Điều trị nám má tàn nhang , Massage ngực, Massage tay, Massage chân, Massage cổ, Massage vai, Massage gáy, Massage đá nóng, Massage body Việt Nam oil , Massage Thụy Điển , Massage thông kinh lạc, Massage Thái , Massage Siatsu, Massage cho người chơi thể thao, Giảm béo , Phun xăm lông mày , Phun mí , Phun môi, Làm căng da mặt, Làm căng mí mắt, Làm nhỏ nọng cằm, Làm trẻ khuôn mặt chảy xệ, Làm săn chắc da ở vùng cánh tay, Làm săn chắc da ở vùng bụng, Làm săn chắc da ở vùng đùi, Làm săn chắc da ở vùng đầu gối, Nâng mông, Giải quyết tình trạng da vỏ cam, Giải quyết những vùng da lồi lõm, Trẻ hoá da vùng mi mắt , Trẻ hoá da dành cho nam , Trẻ hoá da dành cho nữ , Trẻ hoá da ","","K05","T11","H15478.jpg",
"H15479","Vinh Anh Spa","090 329 74 86","118 Nguyễn Ngọc Nại, Khương Mai, Thanh Xuân, Hà Nội","","4.0","Mục đích của Spa dù ở bất cứ nơi đâu cũng là sự hòa hợp của tâm hồn và thể chất, thư giãn, trí tuệ, sức khỏe và làm đẹp. Bởi vậy, Vinh Anh Spa muốn dành tặng quý khách những phút giây thăng hoa của cuộc sống như chính thông điệp của chúng tôi: Vẻ đẹp thách thức thời gian! Ngoài ra, chúng tôi mong muốn khi các quý khách rời khỏi spa, điều tuyệt vời nhất mà họ cảm nhận được không chỉ là làn da mịn màng tươi trẻ hay một thân hình cân đối mà còn là “Tình yêu cuộc sống” và “Sự tự tin”. Đó mới chính là điều quan trọng nhất.","Thẩm mỹ công nghệ cao, Trẻ hóa da, Triệt lông, Trị nám, Trị tàn nhang, Trị mụn trứng cá, Trị mụn thâm, Trị mụn thịt, Cấy phấn, Tắm trắng, Giảm béo toàn thân, Điều trị da, Điều trị mụn, Tẩy nốt ruồi, Chăm sóc da chuyên nghiệp, Phun xăm, Triệt lông mặt, Triệt lông tay, Triệt lông chân, Triệt lông nách, Triệt lông ngực, Triệt lông vùng kín, Tắm trắng, Xóa hình xăm, Giảm béo bụng, Giảm béo toàn thân, Nâng cơ mặt không phẫu thuật","","K30","T11","H15479.jpg",
"H15480","Anh Thư Spa","66628157","104 C1 Tập thể Quân đội ngõ 558 Nguyễn Văn Cừ, Gia Thụy, Hoàn Kiếm, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 19:00
9h00-19h00","","Anh Thư Spa với phương châm kinh doanh: giá cả bình dân, sản phẩm hàng đầu, dịch vụ hoàn hảo chắc chắn sẽ là câu trả lời cho nhu cầu làm đẹp của rất nhiều chị em. Không gian spa nhỏ nhưng rất thoải mái và trang nhã, đội ngũ nhân viên nhiệt tình sẽ tư vấn tận tình cho chị em cách chăm sóc bản thân tốt nhất, sản phẩm sử dụng là mỹ phẩm của hãng Dermalogica nổi tiếng cũng như các sản phẩm chiết xuất từ tự nhiên, vô cùng lành tính, an toàn khác.","Triệt lông, Chăm sóc da mặt, Trị mụn, Trị nám, Tắm trắng, Massage body, Massage đầu, Massage cổ, Massage vai, Tẩy tế bào chết","","K30","T11","H15480.jpg",
"H15481","Thẩm mỹ viện H Spa","090 700 00 94","31B Ngõ 151A Thái Hà, Láng Hạ, Đống Đa, Hà Nội","Thứ Hai - Chủ Nhật: 09:00 - 19:00","","H Spa cam kết sử dụng những dòng sản phẩm uy tín, có chất lượng trên thị trường, mỹ phẩm sử dụng tại Spa là The Face Shop, Mỹ phẩm Nhật Bản,... nên bạn hãy yên tâm khi đến làm đẹp tại Spa nhé. Tọa lạc tại số 31B Ngõ 151A Thái Hà - Đống Đa - Hà Nội, H Spa với không gian ấm cúng, lịch sự mang lại cảm giác thoải mái, thư thái cho khách hàng. ","Căng bóng da mặt, Chăm sóc trị liệu cơ thể, Chăm sóc trị liệu da mặt, Giảm mỡ bụng, Giảm mỡ đùi, Nối mi Hàn Nhật, Phun mí mở tròng, Phun môi collagen, Phun môi pha lê, Phun môi xí muội, Phun xăm thẩm mỹ, Trị lỗ chân lông to, Tắm mịn, Tắm trắng, Trị mụn, Trị rạn da vùng bụng, Lăn kim trị sẹo rỗ, Waxing, Phun xăm thẩm mỹ, Nối mi Hàn Nhật, Chăm sóc trị liệu da mặt , Chăm sóc trị liệu cơ thể, Trị mụn, Phun môi pha lê, Phun môi collagen, Phun môi xí muội, Phun mí mở tròng, Lăn kim trị sẹo rỗ, Trị lỗ chân lông to, Căng bóng da mặt, Trị rạn da vùng bụng, Giảm mỡ bụng , Giảm mỡ đùi, Tắm trắng, Waxing, Tắm mịn","","","T11","H15481.jpg",
